SPM,Relation,Target_Protein,Evidence,PMID
RvD1,upregulates,PI3K/AKT,"MaR1 up-regulated the levels of proteins related to survival pathway including PI3K/AKT, ERK and down-regulated the levels of proteins associated with inflammation, autophagy, and apoptosis pathways such as p38, mTOR and caspase 3.",31680874
RvD1,downregulates,CCL5,"Resolvins counterregulate the release of cytokines/chemokines, including TNFα, IL-6, IL-8, CCL4, and CCL5, by human macrophages stimulated with cell debris.",29191914
RvD1,upregulates,endocannabinoids,RvD1 increased levels of the endocannabinoids Anandamide and 2-Arachidonoylglycerol in the spinal cord.,32745525
RvD1,upregulates,NF-κB pathway,The protective effects of CGA mediate the NF-κB pathway by upregulating the generation of RvD1.,35975781
RvD1,upregulates,VE-cadherin,AT-RvD1 restored the expression of Nrf2 and vimentin and enhanced the expression of VE-cadherin.,26869523
RvD1,upregulates,Nrf2,"AT-RvD1 could reverse the UVB-induced downregulation of Nrf2 and its downstream targets GSH, catalase, and NOQ-1.",36903662
RvD1,upregulates,IGF-1,"RvD1 significantly suppressed the Bleo-induced upregulation of insulin-like growth factor-1 (IGF-1), tenascin-C, elastin, and anillin.",40764724
RvD1,upregulates,Nrf2/Keap1 pathway,AT-RvD1 also decreased levels of oxidative stress markers and ROS via upregulation of the Nrf2/Keap1 pathway.,29438939
RvD1,binds,CMKLR1,"We observed diffuse presence of lymphocytic infiltration and clinical data were consistent with SS diagnosis in three patients. Moreover, confocal immunofluorescence analysis indicated the presence of the receptors ALX/FPR2, BLT1 and CMKLR1 in the mucous acini and striated ducts of both non-SS and SS patients.",34847389
RvD1,binds,BLT1,"We observed diffuse presence of lymphocytic infiltration and clinical data were consistent with SS diagnosis in three patients. Moreover, confocal immunofluorescence analysis indicated the presence of the receptors ALX/FPR2, BLT1 and CMKLR1 in the mucous acini and striated ducts of both non-SS and SS patients.",34847389
RvD1,binds,ALX/FPR2,"As such, the presence of other SPM receptors is unknown within salivary glands. Therefore, the goal of this study was to determine the expression of SPM receptors in non-SS and SS patients. For this purpose, six human minor salivary glands from female subjects were analyzed by H&E using the Chisholm and Mason classification to determine the degree of lymphocytic infiltration. Next, confocal immunofluorescence analysis was performed to determine the presence and distribution of different SPM receptors in mucous acini and striated ducts. We observed diffuse presence of lymphocytic infiltration and clinical data were consistent with SS diagnosis in three patients. Moreover, confocal immunofluorescence analysis indicated the presence of the receptors ALX/FPR2, BLT1 and CMKLR1 in the mucous acini and striated ducts of both non-SS and SS patients.",34847389
RvD1,modulates,microglial metabolism,"Mechanistically, RvD1 modulates microglial metabolism, alleviates oxidative stress, and promotes anti-inflammatory polarization involving the BDNF/AKT signaling network.",41720394
RvD1,modulates,Phosphorylation of signal transducer and activator of transcription (STAT)1,"In addition, AT-RvD1 reduced the phosphorylation of signal transducer and activator of transcription (STAT)6 in cells stimulated with Dp and LPS, respectively.",28322829
RvD1,modulates,Phosphorylation of signal transducer and activator of transcription (STAT)6,"In addition, AT-RvD1 reduced the phosphorylation of signal transducer and activator of transcription (STAT)6 in cells stimulated with Dp and LPS, respectively.",28322829
RvD1,modulates,Nuclear factor kappa B (NF-κB),AT-RvD1 (10-11 and 10-10 M) significantly reduced the concentration of CCL-2 in a manner that was dependent on the N-formyl peptide receptor 2 (FPR2/ALX) and nuclear factor kappa B (NF-κB) pathways in cells stimulated with LPS or Dp compared to controls.,28322829
RvD1,modulates,N-formyl peptide receptor 2 (FPR2/ALX),AT-RvD1 (10-11 and 10-10 M) significantly reduced the concentration of CCL-2 in a manner that was dependent on the N-formyl peptide receptor 2 (FPR2/ALX) and nuclear factor kappa B (NF-κB) pathways in cells stimulated with LPS or Dp compared to controls.,28322829
RvD1,binds,ALX/FPR2,"AT-RvD1 combined with a reduced dose of DEX produced stronger responses (i.e., robust salivary cell cluster formation, larger lumen sizes, further reduced apoptosis, and sustained survival signaling responses) as compared to those observed with individual treatments.",27694530
RvD1,binds,ALX/FPR2,"AT-RvD1 and DEX individually reduced TNF-α-mediated alteration in the salivary epithelium (i.e, maintained cell cluster formation, increased lumen size, reduced apoptosis, and preserved cell survival signaling responses) as compared to untreated cells.",27694530
RvD1,binds,ALX/FPR2,Resolvins are highly potent endogenous lipid mediators that are synthesized during the resolution of inflammation to restore tissue homeostasis.,27694530
RvD1,binds,BLT1,"Resolvins are specialized pro-resolving mediators (SPM) that actively regulate inflammation. However, we only have extensive data within the salivary glands for RvD1 and AT-RvD1, both of which bind to the receptor ALX/FPR2.",34847389
RvD1,binds,ALX/FPR2,"Resolvins are specialized pro-resolving mediators (SPM) that actively regulate inflammation. However, we only have extensive data within the salivary glands for RvD1 and AT-RvD1, both of which bind to the receptor ALX/FPR2.",34847389
RvD1,binds,CMKLR1,"Our previous studies demonstrated that resolvin D1 (RvD1) and its aspirin-trigged (AT) form AT-RvD1, are effective in decreasing inflammation while restoring saliva flow rates in a Sjögren's syndrome (SS)-like mouse model before and after disease onset.",34847389
RvD1,binds,BLT1,"Our previous studies demonstrated that resolvin D1 (RvD1) and its aspirin-trigged (AT) form AT-RvD1, are effective in decreasing inflammation while restoring saliva flow rates in a Sjögren's syndrome (SS)-like mouse model before and after disease onset.",34847389
RvD1,binds,ALX/FPR2,"Our previous studies demonstrated that resolvin D1 (RvD1) and its aspirin-trigged (AT) form AT-RvD1, are effective in decreasing inflammation while restoring saliva flow rates in a Sjögren's syndrome (SS)-like mouse model before and after disease onset.",34847389
RvD1,binds,GPR32,GPR32 was absent in SS and non-SS minor salivary glands.,34847389
RvD1,downregulates,IKs (channel KV7.1/KCNE1),"RvD1 (5 nM) reduced IKs (channel KV7.1/KCNE1) in COS-7 cells and guinea-pig cardiomyocytes by 50.3 ± 7.3 % and 29.9 ± 5.4 % at + 40 mV, respectively, without modifying its voltage dependence.",40273690
RvD1,upregulates,resident alveolar macrophage self-renewal,"RvD1 enhanced RAM proliferation and phagocytosis, which was abrogated by a lipoxin A4 receptor (ALX, RvD1 receptor) inhibitor.",38237770
RvD1,downregulates,soluble epoxide hydrolase,Lipoxin generation is related to soluble epoxide hydrolase activity in severe asthma.,25162465
RvD1,upregulates,DHA levels,"Compared to the BF and PSF sheep that were fed ground corn, the PF sheep that only ate natural grass had up-regulated serum DHA levels.",33920167
RvD1,downregulates,"20-HETE, LTs, TX etc.","Compared to the BF and PSF sheep that were fed ground corn, the PF sheep that only ate natural grass had up-regulated serum DHA levels, and blood metabolites from linoleic acid and arachidonic acid, including pro-inflammatory products (20-HETE, LTs, TX etc.) were elevated in the BF group.",33920167
RvD1,modulates,cardiac voltage-gated potassium channels,RvD1 was more potent than LXA4 in modulating cardiac voltage-gated potassium channels.,40273690
RvD1,downregulates,IKr (channel KV11.1),"RvD1 was also tested on IKur (channel KV1.5), Ito (channel KV4.3/KChIP2), IKr (channel KV11.1), and IK1 (channel Kir2.1) with the largest inhibitory effect on IKs and IKr.",40273690
RvD1,upregulates,Nrf2/Keap1 pathway,AT-RvD1 also decreased levels of oxidative stress markers and ROS via upregulation of the Nrf2/Keap1 pathway.,29438939
RvD1,downregulates,pro-inflammatory genes,RvD1n-3 DPA downregulates the transcription of pro-inflammatory genes in oral epithelial cells and reverses nuclear translocation of transcription factor p65 after TNF-α stimulation.,36499208
RvD1,modulates,anti-inflammatory monocytes and M2 macrophages,Flow cytometric and imaging analysis at both 1 and 3days after injury showed that localized AT-RvD1 delivery was able significantly increase the accumulation of anti-inflammatory monocytes and M2 macrophages while limiting the infiltration of neutrophils.,28213094
RvD1,modulates,anti-inflammatory monocytes and M2 macrophages,Flow cytometric and imaging analysis at both 1 and 3days after injury showed that localized AT-RvD1 delivery was able significantly increase the accumulation of anti-inflammatory monocytes and M2 macrophages while limiting the infiltration of neutrophils.,28213094
RvD1,modulates,AKT,Resolvin D1 combined with exercise rehabilitation alleviates neurological injury in mice with intracranial hemorrhage via the BDNF/TrkB/PI3K/AKT pathway.,39733073
RvD1,modulates,PI3K,Resolvin D1 combined with exercise rehabilitation alleviates neurological injury in mice with intracranial hemorrhage via the BDNF/TrkB/PI3K/AKT pathway.,39733073
RvD1,modulates,TrkB,Resolvin D1 combined with exercise rehabilitation alleviates neurological injury in mice with intracranial hemorrhage via the BDNF/TrkB/PI3K/AKT pathway.,39733073
RvD1,modulates,BDNF,Resolvin D1 combined with exercise rehabilitation alleviates neurological injury in mice with intracranial hemorrhage via the BDNF/TrkB/PI3K/AKT pathway.,39733073
RvD1,modulates,ROS during IVM,Resolvin D1 may help modulate ROS during IVM.,41418400
RvD1,downregulates,Smad2/3 phosphorylation,RvD1 inhibited EndMT by downregulating Smad2/3 phosphorylation in vivo and in vitro via FPR2.,38908199
RvD1,modulates,ROS during IVM,Resolvin D1 may help modulate ROS during IVM.,41418400
RvD1,downregulates,Smad2/3 phosphorylation,RvD1 inhibited EndMT by downregulating Smad2/3 phosphorylation in vivo and in vitro via FPR2.,38908199
RvD1,upregulates,resident alveolar macrophage phagocytosis,"RvD1 enhanced RAM phagocytosis, which was abrogated by a lipoxin A4 receptor (ALX, RvD1 receptor) inhibitor.",38237770
RvD1,downregulates,S100A8/A9,RvD1 reduced S100A8/A9 and its upstream MAPK14 levels in vivo and in vitro.,38237770
RvD1,upregulates,HO-1,RvD1 treatment increased phosphorylation of Akt and was accompanied by a 3.5-fold increase in heme oxygenase-1 (HO-1) expression in the epithelial cells.,38485285
RvD1,binds,MAP1LC3-I,"Moreover, these pro-resolving lipids improved the phagocytic activity of macrophages via NFE2L2.",26506892
RvD1,binds,MAP1LC3-I,"This autophagic response involves the activation of MAPK1 and NFE2L2 pathways, but by an MTOR-independent mechanism.",26506892
RvD1,binds,MAP1LC3-I,"Furthermore, 15-epi-LXA4 and RvD1 treatment favored the fusion of the autophagosomes with lysosomes, allowing the final processing of the autophagic vesicles.",26506892
RvD1,binds,MAP1LC3-I,"Both compounds induced the MAP1LC3-I to MAP1LC3-II processing and the degradation of SQSTM1 as well as the formation of MAP1LC3(+) autophagosomes, a typical signature of autophagy.",26506892
RvD1,upregulates,NF-κB pathway,The protective effects of CGA mediate the NF-κB pathway by upregulating the generation of RvD1.,35975781
RvD1,binds,ALX/FPR2,"Our results showed that CFs are expressing ALX/FPR2 and ChemR23, RvD1 and RvE1 receptors, respectively.",33459958
RvD1,downregulates,"IL-6, MCP-1, TNF-α, and IL-10","RvD1, but not RvE1, prevents the LPS-induced increase of IL-6, MCP-1, TNF-α, and IL-10.",33459958
RvD1,upregulates,antioxidant proteins,"MaR-1 significantly improved cell viability and reduced ferroptosis-related markers (ROS, MDA, and iron ion concentration) in vitro. It also upregulated antioxidant proteins through the Nrf2/HO-1/GPx4 signaling pathway.",41152139
RvD1,modulates,NF-κB and COX-2,Such effects were likely to be associated with modulation of both NF-κB and COX-2 in dorsal root ganglia and spinal cord.,21418187
RvD1,upregulates,Nrf2,LXA4 promoted the expression of Nrf2 in A. fumigatus-stimulated HCECs compared with the PBS control group.,36601409
RvD1,upregulates,alkaline phosphatase,"At week 1, calvarial defects treated with RvD1 exhibited upregulated gene expression of alkaline phosphatase.",35980287
RvD1,downregulates,tumor necrosis factor-α,"At week 1, calvarial defects treated with RvD1 exhibited downregulated gene expression of tumor necrosis factor-α.",35980287
RvD1,downregulates,interleukin-1β,"At week 1, calvarial defects treated with RvD1 exhibited downregulated gene expression of interleukin-1β.",35980287
RvD1,downregulates,receptor activator of nuclear factor-κB ligand,"At week 1, calvarial defects treated with RvD1 exhibited downregulated gene expression of receptor activator of nuclear factor-κB ligand.",35980287
RvD1,upregulates,vascular endothelial growth factor,"At week 1, calvarial defects treated with RvD1 exhibited upregulated gene expression of vascular endothelial growth factor.",35980287
RvD1,upregulates,HO-1,RvD1 treatment increased phosphorylation of Akt and was accompanied by a 3.5-fold increase in heme oxygenase-1 (HO-1) expression in the epithelial cells.,38485285
RvD1,upregulates,PI3K/Akt,RvD1 treatment increased phosphorylation of Akt and was accompanied by a 3.5-fold increase in heme oxygenase-1 (HO-1) expression in the epithelial cells.,38485285
RvD1,upregulates,Akt,RvD1 treatment increased phosphorylation of Akt and was accompanied by a 3.5-fold increase in heme oxygenase-1 (HO-1) expression in the epithelial cells.,38485285
RvD2,upregulates,GSH,"AT-RvD1 could reverse the UVB-induced downregulation of Nrf2 and its downstream targets GSH, catalase, and NOQ-1.",36903662
RvD2,upregulates,catalase,"AT-RvD1 could reverse the UVB-induced downregulation of Nrf2 and its downstream targets GSH, catalase, and NOQ-1.",36903662
RvD2,upregulates,NOQ-1,"AT-RvD1 could reverse the UVB-induced downregulation of Nrf2 and its downstream targets GSH, catalase, and NOQ-1.",36903662
RvD2,binds,Caspase-11,RvD2 alleviated SICM via inhibiting Caspase-11/GSDMD-mediated cardiomyocytes pyroptosis.,38437927
RvD2,binds,NRF2,RvD2 alleviated SICM via inhibiting Caspase-11/GSDMD-mediated cardiomyocytes pyroptosis.,38437927
RvD2,binds,NRF2,MTA1 enhanced the expression of LXA4 through transcription and blocked the activation of the JAK2/STAT3 signaling pathway.,36434787
RvD2,binds,NRF2,"We demonstrate that RvD2 alone enhances NRF2 nuclear translocation, increases glutathione levels and mitochondrial function, and reduces mitochondrial ROS.",40241717
RvD2,binds,NRF2,"Hence, we hypothesized that RvD2 activates NRF2 and prevents TNFα-induced mitochondrial dysfunction in trophoblasts.",40241717
RvD2,modulates,microRNA-146a,"RvD2 induction of microRNA-146a, and RvD2's actions were blocked by microRNA-146a inhibition",27256622
RvD2,modulates,leukocyte adhesion receptor expression,"RvD2 decreased leukocyte-endothelial interactions in vivo by endothelial-dependent nitric oxide production, and by direct modulation of leukocyte adhesion receptor expression.",19865173
RvD2,upregulates,peritoneal mononuclear cells and macrophage phagocytosis,"In mice with microbial sepsis initiated by caecal ligation and puncture, RvD2 sharply decreased both local and systemic bacterial burden, excessive cytokine production and neutrophil recruitment, while increasing peritoneal mononuclear cells and macrophage phagocytosis.",19865173
RvD2,downregulates,TLR4,RvD2 reduced LPS-induced cytokines and TLR4 expression in human monocytes by up to 75%,27256622
RvD2,upregulates,peritoneal mononuclear cells and macrophage phagocytosis,"In mice with microbial sepsis initiated by caecal ligation and puncture, RvD2 sharply decreased both local and systemic bacterial burden, excessive cytokine production and neutrophil recruitment, while increasing peritoneal mononuclear cells and macrophage phagocytosis.",19865173
RvD2,modulates,leukocyte adhesion receptor expression,"RvD2 decreased leukocyte-endothelial interactions in vivo by endothelial-dependent nitric oxide production, and by direct modulation of leukocyte adhesion receptor expression.",19865173
RvD2,upregulates,peritoneal mononuclear cells and macrophage phagocytosis,"In mice with microbial sepsis initiated by caecal ligation and puncture, RvD2 sharply decreased both local and systemic bacterial burden, excessive cytokine production and neutrophil recruitment, while increasing peritoneal mononuclear cells and macrophage phagocytosis.",19865173
RvD2,binds,estrogen receptor,"Although binding experiments showed that RvD2 did not directly compete with [(3)H]17β-estradiol for ER binding, prior exposure of MCF-7 cells to RvD2 resulted in a significant reduction in the apparent cytosolic ER density.",25077525
RvD2,modulates,microRNA-146a,"RvD2 induction of microRNA-146a, and RvD2's actions were blocked by microRNA-146a inhibition",27256622
RvD2,downregulates,TLR4,RvD2 reduced LPS-induced cytokines and TLR4 expression in human monocytes by up to 75%,27256622
RvD2,modulates,"osteocalcin, RANKL, and OPG","RvD2 ameliorates testosterone-derived downregulation of osteocalcin, RANKL, and OPG in primary murine osteoblasts suggesting a direct role of inflammation in osteoblast function.",24526374
RvD2,modulates,"osteocalcin, RANKL, and OPG","RvD2 partially reversed the impact of 10 nM testosterone on osteocalcin, RANKL, and OPG.",24526374
RvD2,modulates,"S. aureus, E. coli, Staphylococcus epidermidis, Klebsiella pneumoniae, and Pseudomonas aeruginosa",Only E. coli was inhibited by the resolvins.,38674722
RvD2,modulates,leukocyte adhesion receptor expression,"RvD2 decreased leukocyte-endothelial interactions in vivo by endothelial-dependent nitric oxide production, and by direct modulation of leukocyte adhesion receptor expression.",19865173
RvD2,downregulates,IL-1β,The serum analysis demonstrated elevated RvD2 levels in CD patients both with active disease (p = 0.02) and in remission (p = 0.002) compared to healthy controls.,40649782
RvD2,downregulates,IL-6,The serum analysis demonstrated elevated RvD2 levels in CD patients both with active disease (p = 0.02) and in remission (p = 0.002) compared to healthy controls.,40649782
RvD2,downregulates,TNF-α,The serum analysis demonstrated elevated RvD2 levels in CD patients both with active disease (p = 0.02) and in remission (p = 0.002) compared to healthy controls.,40649782
RvD2,downregulates,IL-22,"The ex vivo treatment of intestinal biopsies with RvD2 decreased IL1β (p = 0.04) and TNFα (p = 0.02) transcriptional levels, comparable to anti-TNFα therapy.",40649782
RvD2,downregulates,IL-21,"The ex vivo treatment of intestinal biopsies with RvD2 decreased IL1β (p = 0.04) and TNFα (p = 0.02) transcriptional levels, comparable to anti-TNFα therapy.",40649782
RvD2,downregulates,IL-1β,"The ex vivo treatment of intestinal biopsies with RvD2 decreased IL1β (p = 0.04) and TNFα (p = 0.02) transcriptional levels, comparable to anti-TNFα therapy.",40649782
RvD2,upregulates,5-HT,"Chronic treatment with RvD2 prevented 5-HT reduction in total brain, and reversed the glutamate increases in total brain and spinal cord.",24929111
RvD2,downregulates,TNF-α,17-oxo-DHA reduced the expressions of IL-6 and TNF-α.,40973565
RvD2,downregulates,IL-6,17-oxo-DHA reduced the expressions of IL-6 and TNF-α.,40973565
RvD2,modulates,leukocyte adhesion receptor expression,"RvD2 decreased leukocyte-endothelial interactions in vivo by endothelial-dependent nitric oxide production, and by direct modulation of leukocyte adhesion receptor expression.",19865173
RvD2,modulates,G protein receptor 18 (GPR18),"Additionally, intracellular dialysis of the Gαi/o-protein antagonist pertussis toxin (PTX), the PKA antagonist H89, or the cAMP analog 8-Br-cAMP also blocked the RvD2-induced suppression.",37987505
RvD2,binds,P2X3 receptor,RvD2 targeted the P2X3 receptor as an analgesic.,37987505
RvD2,upregulates,none,"The concentrations of RvD2, RvD3, RvD5, LXA4, LXB4, Mar-1 and PDX in ECRSwNP group were significantly higher than that in controls.",34666468
RvD2,modulates,cAMP/PKA signaling,"Additionally, intracellular dialysis of the Gαi/o-protein antagonist pertussis toxin (PTX), the PKA antagonist H89, or the cAMP analog 8-Br-cAMP also blocked the RvD2-induced suppression.",37987505
RvD2,downregulates,IL-22,The serum analysis demonstrated elevated RvD2 levels in CD patients both with active disease (p = 0.02) and in remission (p = 0.002) compared to healthy controls.,40649782
RvD2,downregulates,IL-21,The serum analysis demonstrated elevated RvD2 levels in CD patients both with active disease (p = 0.02) and in remission (p = 0.002) compared to healthy controls.,40649782
RvD2,downregulates,inflammation,Exogenous supplementation with DHA as a substrate would divert the role of 12/15-LO from being pro-inflammatory to anti-inflammatory via increased production of the anti-inflammatory metabolite RvD2.,31349026
RvD2,downregulates,inflammation,Exogenous RvD2 significantly reduced the elevation in renal injury in LPS-injected mice.,31349026
RvD2,downregulates,IL-6,"The ex vivo treatment of intestinal biopsies with RvD2 decreased IL1β (p = 0.04) and TNFα (p = 0.02) transcriptional levels, comparable to anti-TNFα therapy.",40649782
RvD2,downregulates,IL-6,"The ex vivo treatment of intestinal biopsies with RvD2 decreased IL1β (p = 0.04) and TNFα (p = 0.02) transcriptional levels, comparable to anti-TNFα therapy.",40649782
RvD2,upregulates,none,There was a significant increase in resolvin D1 (RvD1) at exacerbation onset in bacterial exacerbations but not in viral exacerbations.,40043205
RvD2,downregulates,[Ca2+]i increase,Treatment with RvD2 significantly blocked the histamine-induced [Ca2+]i increase as well as secretion.,35008563
RvD2,upregulates,endothelial cell migration,"RvD2 enhanced endothelial cell migration in a Rac-dependent manner, via its receptor, GPR18, and Gpr18-deficient mice had an endogenous defect in perfusion recovery following HLI.",27507404
RvD2,downregulates,platelet activation,"SPM treatment, particularly Mar1 and RvD2, led to reduced platelet activation and preserved platelet function after 7 days of storage in the cold.",32478925
RvD2,downregulates,TNF-α,"The ex vivo treatment of intestinal biopsies with RvD2 decreased IL1β (p = 0.04) and TNFα (p = 0.02) transcriptional levels, comparable to anti-TNFα therapy.",40649782
RvD2,upregulates,SPMs,In these experiments we observed broad SPM biosynthesis with dominant upregulation of RvE2 and RvE3 in both cell systems and upregulation of DHA-derived SPMs such as RvD2 and PDX.,41812728
RvD2,downregulates,12/15-LO,DHA treatment restored the decreased in plasma level of resolvin D2 (RvD2) and reduced renal injury in LPS-injected mice whereas DHA treatment failed to provide any synergistic effects in reducing renal injury in LPS injected 12/15-LO knock-out mice.,31349026
RvD2,downregulates,12/15-LO,DHA treatment restored the decreased in plasma level of resolvin D2 (RvD2) and reduced renal injury in LPS-injected mice whereas DHA treatment failed to provide any synergistic effects in reducing renal injury in LPS injected 12/15-LO knock-out mice.,31349026
RvD2,modulates,leukocyte adhesion receptor expression,"RvD2 decreased leukocyte-endothelial interactions in vivo by endothelial-dependent nitric oxide production, and by direct modulation of leukocyte adhesion receptor expression.",19865173
RvD2,upregulates,peritoneal mononuclear cells and macrophage phagocytosis,"In mice with microbial sepsis initiated by caecal ligation and puncture, RvD2 sharply decreased both local and systemic bacterial burden, excessive cytokine production and neutrophil recruitment, while increasing peritoneal mononuclear cells and macrophage phagocytosis.",19865173
RvD2,upregulates,peritoneal mononuclear cells and macrophage phagocytosis,"In mice with microbial sepsis initiated by caecal ligation and puncture, RvD2 sharply decreased both local and systemic bacterial burden, excessive cytokine production and neutrophil recruitment, while increasing peritoneal mononuclear cells and macrophage phagocytosis.",19865173
RvD2,modulates,leukocyte adhesion receptor expression,"RvD2 decreased leukocyte-endothelial interactions in vivo by endothelial-dependent nitric oxide production, and by direct modulation of leukocyte adhesion receptor expression.",19865173
RvD2,upregulates,peritoneal mononuclear cells and macrophage phagocytosis,"In mice with microbial sepsis initiated by caecal ligation and puncture, RvD2 sharply decreased both local and systemic bacterial burden, excessive cytokine production and neutrophil recruitment, while increasing peritoneal mononuclear cells and macrophage phagocytosis.",19865173
RvD2,modulates,leukocyte adhesion receptor expression,"RvD2 decreased leukocyte-endothelial interactions in vivo by endothelial-dependent nitric oxide production, and by direct modulation of leukocyte adhesion receptor expression.",19865173
RvD2,modulates,leukocyte adhesion receptor expression,"RvD2 decreased leukocyte-endothelial interactions in vivo by endothelial-dependent nitric oxide production, and by direct modulation of leukocyte adhesion receptor expression.",19865173
RvD2,upregulates,collagen synthesis in smooth muscle cells,"Mechanistically, RvD2 and MaR1 induced a shift in macrophage profile toward a reparative phenotype, which secondarily stimulated collagen synthesis in smooth muscle cells.",27531933
RvD2,downregulates,none,"resolution mediators (RvD2, RvD3, RvD5, LXA4 , PD1, and MaR1) decreased in OBD mice post-MI.",37002889
RvD2,downregulates,p38-MAP kinase,"In contrast, RvD2 treatments reversed 5-LOX/β-actin and CysLTR1/β-actin ratios and decreased the phosphorylation levels of AP-1 subunits (c-Fos, c-Jun) and p38-MAP kinase,",27935998
RvD2,downregulates,AP-1,"In contrast, RvD2 treatments reversed 5-LOX/β-actin and CysLTR1/β-actin ratios and decreased the phosphorylation levels of AP-1 subunits (c-Fos, c-Jun) and p38-MAP kinase,",27935998
RvD2,downregulates,CysLTR1,Enhanced 5-Lipoxygenase (5-LOX) and cysteinyl leukotriene receptor 1 (CysLTR1) detection was documented in LTD4 or TNF-α pre-treated human bronchi when compared to control (untreated) human bronchi.,27935998
RvD2,downregulates,5-LOX,Enhanced 5-Lipoxygenase (5-LOX) and cysteinyl leukotriene receptor 1 (CysLTR1) detection was documented in LTD4 or TNF-α pre-treated human bronchi when compared to control (untreated) human bronchi.,27935998
RvD2,downregulates,ALX/FPR2,Combined treatment with 300 nM RvD2 and 1 μM WRW4 (an ALX/FPR2 receptor inhibitor) blunted the pro-resolving and broncho-modulatory effects of RvD2.,27935998
RvD2,upregulates,Nrf2,"AT-RvD1 could reverse the UVB-induced downregulation of Nrf2 and its downstream targets GSH, catalase, and NOQ-1.",36903662
RvD2,modulates,leukocyte adhesion receptor expression,"RvD2 decreased leukocyte-endothelial interactions in vivo by endothelial-dependent nitric oxide production, and by direct modulation of leukocyte adhesion receptor expression.",19865173
RvD2,modulates,vascular and proinflammatory factors,"Resolvin D2 prevents vascular remodeling, hypercontractility and endothelial dysfunction in obese hypertensive mice through modulation of vascular and proinflammatory factors.",38608525
RvD2,upregulates,peritoneal mononuclear cells and macrophage phagocytosis,"In mice with microbial sepsis initiated by caecal ligation and puncture, RvD2 sharply decreased both local and systemic bacterial burden, excessive cytokine production and neutrophil recruitment, while increasing peritoneal mononuclear cells and macrophage phagocytosis.",19865173
RvD2,binds,GSDMD,RvD2 alleviated SICM via inhibiting Caspase-11/GSDMD-mediated cardiomyocytes pyroptosis.,38437927
RvD3,upregulates,lymphatic vessel endothelial hyaluronan receptor 1,"AT-RvD3-treated mice had significantly reduced edema, as demonstrated by lower wet/dry weight ratios, increased epithelial sodium channel γ expression, and more lymphatic vessel endothelial hyaluronan receptor 1-positive vascular endothelial growth factor receptor 3-positive lymphatic vessels",27171898
RvD3,upregulates,keratinocyte growth factor,Increases in lung epithelial cell proliferation and bronchoalveolar lavage fluid levels of keratinocyte growth factor were observed with AT-RvD3,27171898
RvD3,upregulates,vascular endothelial growth factor receptor 3,"AT-RvD3-treated mice had significantly reduced edema, as demonstrated by lower wet/dry weight ratios, increased epithelial sodium channel γ expression, and more lymphatic vessel endothelial hyaluronan receptor 1-positive vascular endothelial growth factor receptor 3-positive lymphatic vessels",27171898
RvD3,upregulates,epithelial sodium channel γ,"AT-RvD3-treated mice had significantly reduced edema, as demonstrated by lower wet/dry weight ratios, increased epithelial sodium channel γ expression, and more lymphatic vessel endothelial hyaluronan receptor 1-positive vascular endothelial growth factor receptor 3-positive lymphatic vessels",27171898
RvD3,upregulates,none,"The concentrations of RvD2, RvD3, RvD5, LXA4, LXB4, Mar-1 and PDX in ECRSwNP group were significantly higher than that in controls.",34666468
RvD3,upregulates,NF-κB,Evidence for counterregulation of NF-κB by RvD3 and AT-RvD3 was seen in vitro and by AT-RvD3 in vivo,27171898
RvD3,upregulates,NF-κB,Evidence for counterregulation of NF-κB by RvD3 and AT-RvD3 was seen in vitro and by AT-RvD3 in vivo,27171898
RvD4,upregulates,4-hydroxydocosahexaenoic acid (4-HDHA),"OA-ED improved oral trabecular bone micro-architecture and enhanced circulating pro-resolving mediators resolvin D4 (RvD4) and 4-hydroxydocosahexaenoic acid (4-HDHA),",36384158
RvD4,upregulates,pro-resolving mediators,OA-ED improved oral trabecular bone micro-architecture and enhanced circulating pro-resolving mediators resolvin D4 (RvD4) and 4-HDHA.,36384158
RvD4,upregulates,resolvin D4 (RvD4) and 4-hydroxydocosahexaenoic acid (4-HDHA),"OA-ED improved oral trabecular bone micro-architecture and enhanced circulating pro-resolving mediators resolvin D4 (RvD4) and 4-hydroxydocosahexaenoic acid (4-HDHA),",36384158
RvD5,modulates,none,Resolvin D5 (RvD5) is a metabolite of docosahexanoic acid with anti-inflammatory activity that has not yet been thoroughly investigated because of its low biological availability.,28098462
RvD5,binds,PLD2,"The mechanism for PLD-mediated actions of Resolvin-D5 (RvD5) in polarizing macrophages (M1-like toward M2-like) was found to be two-pronged: (a) RvD5 inhibits post-transcriptional modifications, by miRs and 3'exonucleases that process PLD2 mRNA, thus increasing PLD2 expression and activity; and (b) RvD5 enhances PLD2-S6Kinase signaling required for membrane expansion and efferocytosis.",33047359
RvD5,binds,Uridine 5'-diphospho-glucuronosyltransferase (UGT),We further show that this transformation is catalyzed by specific uridine 5'-diphospho-glucuronosyltransferase (UGT) isoforms,39038698
RvD5,downregulates,interleukin-24,"RvD1 and RvD5 reduced the expression levels of interleukin 24 and S100A12, whereas only RvD1 significantly abrogated interleukin-24 production by keratinocytes.",29730187
RvD5,downregulates,interleukin-24,"RvD1 and RvD5 reduced the expression levels of interleukin 24 and S100A12, whereas only RvD1 significantly abrogated interleukin-24 production by keratinocytes.",29730187
